EBio_CE_2018;v1.0.1;2025-07-07;Temps d'execution :;1.45secs
CODE_STATION;TYPO_NATIONALE;TG_BV;PERIODE_DEBUT;PERIODE_FIN;CODE_PAR;LIB_PAR;RESULTAT;EQR;CLASSE;CLASSE_NUM;COMMENTAIRES
01002230;P9-A;NON;2023;2023;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002230;P9-A;NON;2023;2023;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002230;P9-A;NON;2023;2023;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002230;P9-A;NON;2023;2023;8353;Etat Biologique;NA;NA;NA;NA;
01002230;P9-A;NON;2024;2024;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002230;P9-A;NON;2024;2024;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002230;P9-A;NON;2024;2024;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002230;P9-A;NON;2024;2024;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002230;P9-A;NON;2024;2024;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002230;P9-A;NON;2024;2024;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002230;P9-A;NON;2024;2024;8353;Etat Biologique;NA;NA;NA;NA;
01002231;P9-A;NON;2016;2016;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2016;2016;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2016;2016;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2016;2016;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2016;2016;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2016;2016;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2016;2016;8353;Etat Biologique;NA;NA;NA;NA;
01002231;P9-A;NON;2017;2017;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2017;2017;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2017;2017;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2017;2017;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2017;2017;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2017;2017;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2017;2017;8353;Etat Biologique;NA;NA;NA;NA;
01002231;P9-A;NON;2018;2018;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2018;2018;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2018;2018;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2018;2018;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2018;2018;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2018;2018;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2018;2018;8353;Etat Biologique;NA;NA;NA;NA;
01002231;P9-A;NON;2019;2019;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2019;2019;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2019;2019;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2019;2019;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2019;2019;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2019;2019;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2019;2019;8353;Etat Biologique;NA;NA;NA;NA;
01002231;P9-A;NON;2020;2020;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2020;2020;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2020;2020;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2020;2020;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2020;2020;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2020;2020;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2020;2020;8353;Etat Biologique;NA;NA;NA;NA;
01002231;P9-A;NON;2021;2021;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2021;2021;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2021;2021;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2021;2021;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2021;2021;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2021;2021;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2021;2021;8353;Etat Biologique;NA;NA;NA;NA;
01002231;P9-A;NON;2022;2022;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2022;2022;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2022;2022;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2022;2022;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2022;2022;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2022;2022;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2022;2022;8353;Etat Biologique;NA;NA;NA;NA;
01002231;P9-A;NON;2023;2023;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2023;2023;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2023;2023;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2023;2023;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2023;2023;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2023;2023;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01002231;P9-A;NON;2023;2023;8353;Etat Biologique;NA;NA;NA;NA;
01099000;M9-A;NON;2010;2010;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2010;2010;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2010;2010;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2010;2010;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2010;2010;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2010;2010;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2010;2010;8353;Etat Biologique;NA;NA;NA;NA;
01099000;M9-A;NON;2011;2011;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2011;2011;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2011;2011;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2011;2011;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2011;2011;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2011;2011;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2011;2011;8353;Etat Biologique;NA;NA;NA;NA;
01099000;M9-A;NON;2012;2012;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2012;2012;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2012;2012;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2012;2012;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2012;2012;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2012;2012;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2012;2012;8353;Etat Biologique;NA;NA;NA;NA;
01099000;M9-A;NON;2013;2013;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2013;2013;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2013;2013;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2013;2013;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2013;2013;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2013;2013;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2013;2013;8353;Etat Biologique;NA;NA;NA;NA;
01099000;M9-A;NON;2014;2014;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2014;2014;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2014;2014;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2014;2014;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2014;2014;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2014;2014;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2014;2014;8353;Etat Biologique;NA;NA;NA;NA;
01099000;M9-A;NON;2015;2015;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2015;2015;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2015;2015;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2015;2015;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2015;2015;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2015;2015;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01099000;M9-A;NON;2015;2015;8353;Etat Biologique;NA;NA;NA;NA;
01100000;M9-A;NON;2007;2007;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2007;2007;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2007;2007;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2007;2007;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2007;2007;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2007;2007;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2007;2007;8353;Etat Biologique;NA;NA;NA;NA;
01100000;M9-A;NON;2008;2008;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2008;2008;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2008;2008;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2008;2008;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2008;2008;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2008;2008;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2008;2008;8353;Etat Biologique;NA;NA;NA;NA;
01100000;M9-A;NON;2009;2009;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2009;2009;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2009;2009;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2009;2009;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2009;2009;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2009;2009;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2009;2009;8353;Etat Biologique;NA;NA;NA;NA;
01100000;M9-A;NON;2010;2010;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2010;2010;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2010;2010;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2010;2010;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2010;2010;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2010;2010;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2010;2010;8353;Etat Biologique;NA;NA;NA;NA;
01100000;M9-A;NON;2011;2011;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2011;2011;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2011;2011;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2011;2011;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2011;2011;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2011;2011;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2011;2011;8353;Etat Biologique;NA;NA;NA;NA;
01100000;M9-A;NON;2012;2012;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2012;2012;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2012;2012;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2012;2012;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2012;2012;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2012;2012;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2012;2012;8353;Etat Biologique;NA;NA;NA;NA;
01100000;M9-A;NON;2013;2013;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2013;2013;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2013;2013;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2013;2013;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2013;2013;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2013;2013;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2013;2013;8353;Etat Biologique;NA;NA;NA;NA;
01100000;M9-A;NON;2014;2014;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2014;2014;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2014;2014;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2014;2014;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2014;2014;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2014;2014;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2014;2014;8353;Etat Biologique;NA;NA;NA;NA;
01100000;M9-A;NON;2015;2015;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2015;2015;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2015;2015;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2015;2015;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2015;2015;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2015;2015;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2015;2015;8353;Etat Biologique;NA;NA;NA;NA;
01100000;M9-A;NON;2016;2016;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2016;2016;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2016;2016;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2016;2016;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2016;2016;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2016;2016;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2016;2016;8353;Etat Biologique;NA;NA;NA;NA;
01100000;M9-A;NON;2017;2017;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2017;2017;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2017;2017;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2017;2017;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2017;2017;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2017;2017;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2017;2017;8353;Etat Biologique;NA;NA;NA;NA;
01100000;M9-A;NON;2018;2018;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2018;2018;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2018;2018;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2018;2018;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2018;2018;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2018;2018;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2018;2018;8353;Etat Biologique;NA;NA;NA;NA;
01100000;M9-A;NON;2019;2019;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2019;2019;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2019;2019;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2019;2019;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2019;2019;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2019;2019;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2019;2019;8353;Etat Biologique;NA;NA;NA;NA;
01100000;M9-A;NON;2020;2020;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2020;2020;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2020;2020;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2020;2020;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2020;2020;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2020;2020;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2020;2020;8353;Etat Biologique;NA;NA;NA;NA;
01100000;M9-A;NON;2021;2021;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2021;2021;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2021;2021;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01100000;M9-A;NON;2021;2021;7613;Ind Invert Multimetrique;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
